커피_매출액,커피_한잔_가격,일일_유동인구,프로모션_할인율,SNS_언급량,영업시간,경쟁점포_거리_km,원두_품질점수,휴일까지_남은일수,평균기온,매장_분위기평점,멤버십가입여부,모바일주문여부,상권유형
2333.59,4.45,231.0,0.058,14.0,10.36,2.04,80.1,24.6,23.9,3.7,회원,미지원,Business
3903.65,4.45,121.0,0.103,24.0,12.46,0.91,76.2,28.0,22.1,2.8,비회원,지원,Residential
3242.42,4.69,164.0,0.087,,15.41,0.04,70.6,10.2,18.4,2.4,비회원,지원,Business
3739.37,5.23,188.0,0.133,19.0,8.82,3.79,87.8,2.5,18.1,3.2,회원,지원,Business
2491.7,5.15,196.0,0.122,14.0,12.81,0.85,75.9,24.8,18.7,4.6,회원,지원,Business
2866.19,4.15,231.0,0.102,21.0,10.42,0.34,70.8,45.6,15.5,3.5,회원,미지원,Business
5726.16,3.72,209.0,0.095,24.0,15.11,1.22,77.2,52.5,15.5,4.4,회원,지원,Business
3462.15,3.76,133.0,0.206,12.0,14.12,0.37,67.4,5.9,21.5,3.1,회원,지원,Business
2887.41,4.06,219.0,0.039,,10.96,0.35,73.6,31.5,28.1,3.4,회원,지원,Business
4102.66,4.28,231.0,0.063,,9.34,1.18,91.2,15.8,6.3,3.5,비회원,지원,Residential
1181.98,4.68,228.0,0.108,17.0,8.09,0.74,60.8,22.5,34.7,3.9,비회원,지원,Business
3625.24,4.02,254.0,0.011,,12.97,1.28,70.8,56.0,22.8,3.0,회원,지원,Residential
4799.06,4.67,242.0,0.05,,11.25,8.63,73.8,21.1,21.0,3.3,비회원,미지원,Residential
2548.0,4.72,223.0,0.007,,10.52,2.94,72.1,21.9,10.9,3.7,회원,지원,Business
2920.23,4.59,196.0,0.021,,15.88,0.01,71.0,12.6,13.0,3.0,비회원,지원,Business
3303.12,3.82,117.0,0.033,17.0,11.73,0.08,88.5,57.6,22.3,2.7,비회원,지원,Residential
2158.6,4.78,221.0,0.04,13.0,14.0,1.41,70.6,27.4,19.8,3.8,비회원,지원,Business
818.68,5.75,210.0,0.06,16.0,9.42,1.48,78.2,34.2,9.0,3.0,회원,미지원,Residential
1523.01,4.65,214.0,0.055,17.0,8.11,3.16,70.1,27.2,12.0,4.5,비회원,미지원,Business
4748.39,2.73,136.0,0.057,,11.34,1.49,78.2,15.2,12.8,,비회원,지원,Residential
3263.32,5.24,146.0,0.102,,13.33,0.39,82.5,48.6,12.2,3.4,회원,지원,Tourist
3944.57,4.08,253.0,0.045,21.0,12.05,0.95,74.4,1.7,19.9,4.2,회원,지원,Residential
2176.32,5.86,198.0,0.048,,15.12,2.48,70.4,41.4,10.8,3.8,비회원,미지원,Residential
3954.58,4.57,234.0,0.091,,11.47,3.84,74.0,35.7,23.5,4.4,회원,미지원,Residential
3165.43,3.49,201.0,0.041,18.0,10.49,0.41,79.3,8.7,7.6,3.5,회원,미지원,Residential
5575.24,3.26,201.0,0.03,,15.33,1.16,81.9,10.0,24.8,4.1,비회원,지원,Residential
1606.78,5.42,247.0,0.048,,11.25,0.26,77.1,39.6,38.0,4.0,회원,미지원,Business
2394.14,5.16,174.0,0.177,,10.16,1.03,74.4,18.7,23.5,4.0,비회원,미지원,Business
1543.92,5.84,205.0,0.081,19.0,8.78,0.14,85.2,15.9,14.2,3.4,비회원,지원,Business
4127.31,4.51,177.0,0.034,,14.35,4.26,70.0,3.5,14.5,4.5,회원,지원,Tourist
3196.43,4.47,178.0,0.018,,14.6,1.52,71.7,46.0,10.1,3.6,회원,지원,Business
3562.07,4.27,185.0,0.1,18.0,8.27,2.89,89.3,53.0,25.5,,비회원,미지원,Business
6523.21,4.11,211.0,0.042,29.0,10.87,9.56,74.2,49.2,19.1,3.4,회원,미지원,Residential
2357.82,4.26,176.0,0.028,11.0,14.0,0.3,80.3,28.0,5.3,,회원,지원,Business
3607.94,4.63,263.0,0.009,,15.57,1.78,67.9,32.0,7.8,3.7,회원,지원,Residential
3974.04,3.99,155.0,0.06,,11.02,3.27,83.0,14.5,5.7,4.1,회원,미지원,Residential
4852.32,3.5,191.0,0.12,,14.98,1.29,65.8,10.4,23.3,4.3,회원,지원,Residential
2692.8,4.6,178.0,0.094,21.0,11.15,1.53,65.2,49.4,11.0,3.9,비회원,지원,Residential
3815.81,3.98,272.0,0.067,19.0,9.44,0.79,82.1,47.9,23.8,4.6,비회원,지원,Residential
5455.69,2.56,210.0,0.19,,8.03,1.68,72.1,46.6,14.1,3.9,회원,지원,Residential
2930.55,4.83,252.0,0.201,16.0,10.64,0.76,73.1,27.8,23.5,,회원,미지원,Business
4198.52,3.84,126.0,0.186,18.0,11.03,0.97,78.4,51.9,16.2,3.1,비회원,지원,Business
3079.39,4.9,213.0,0.173,14.0,15.56,0.16,72.7,55.6,24.6,4.2,비회원,미지원,Business
2038.54,4.88,244.0,0.049,24.0,9.65,0.01,66.6,19.7,12.5,,회원,지원,Residential
1576.44,4.67,204.0,0.01,19.0,11.06,0.09,70.5,13.5,12.9,3.6,비회원,지원,Residential
0.0,6.0,253.0,0.113,15.0,8.2,0.32,67.2,27.9,14.8,3.2,비회원,미지원,Business
3884.44,4.42,174.0,0.024,,14.11,0.91,84.3,10.8,23.8,3.6,비회원,지원,Residential
5329.4,4.33,270.0,0.097,,15.32,0.03,84.6,53.0,10.4,3.6,비회원,지원,Residential
2827.92,4.91,315.0,0.1,25.0,9.9,0.25,68.3,20.3,14.0,4.1,비회원,미지원,Business
3855.94,4.47,182.0,0.098,,11.43,2.28,78.5,34.6,16.3,,비회원,지원,Business
2462.35,5.2,178.0,0.114,,8.98,2.15,72.8,35.7,20.8,4.6,회원,지원,Residential
5119.97,3.74,273.0,0.031,22.0,11.65,2.34,86.7,30.9,15.2,3.4,비회원,미지원,Residential
4714.45,3.75,279.0,0.003,16.0,9.07,3.82,94.0,9.4,22.0,3.9,회원,지원,Business
3576.6,4.96,174.0,0.046,27.0,12.19,0.19,80.9,59.5,12.8,2.8,회원,지원,Residential
3360.59,3.8,179.0,0.121,17.0,13.88,0.27,70.9,10.4,24.9,4.2,비회원,미지원,Business
2462.37,4.87,186.0,0.098,,12.43,0.61,65.7,45.1,23.3,2.9,비회원,지원,Residential
2452.78,4.72,133.0,0.038,22.0,9.96,3.7,77.0,47.5,14.0,4.1,회원,미지원,Business
3437.06,4.08,154.0,0.031,23.0,10.83,2.24,73.8,8.7,23.0,2.7,비회원,지원,Residential
1335.25,4.72,150.0,0.036,,13.11,0.59,63.5,56.0,10.4,3.2,비회원,미지원,Residential
3847.08,3.76,162.0,0.138,16.0,12.72,0.14,75.6,29.3,19.1,4.3,비회원,지원,Residential
4471.16,3.9,198.0,0.048,24.0,9.09,1.44,91.9,37.7,12.5,4.7,비회원,미지원,Residential
3718.47,4.36,212.0,0.045,,14.76,0.45,81.4,38.5,20.2,2.2,회원,미지원,Business
3795.36,4.55,278.0,0.143,,11.8,1.14,65.7,30.3,16.8,3.1,회원,지원,Residential
2606.41,4.32,150.0,0.039,,9.3,4.27,74.9,8.5,12.7,4.9,비회원,미지원,Business
2732.42,4.76,249.0,0.069,,8.98,1.28,78.0,45.1,7.0,3.9,회원,지원,Business
5409.37,4.73,189.0,0.183,19.0,15.72,3.86,78.9,34.9,16.5,3.2,비회원,미지원,Residential
524.44,5.42,198.0,0.081,20.0,10.25,0.75,61.9,7.1,26.4,4.7,회원,미지원,Business
4154.07,4.44,234.0,0.044,,15.27,1.51,74.1,42.0,20.0,4.2,회원,지원,Business
3595.74,5.22,144.0,0.141,,11.28,3.36,77.1,42.2,7.1,3.9,회원,지원,Residential
2302.35,5.05,219.0,0.026,20.0,11.09,1.33,73.5,32.9,16.4,2.6,비회원,지원,Residential
644.79,5.88,208.0,0.015,18.0,13.61,1.43,59.6,5.4,26.3,5.0,회원,지원,Residential
4168.45,4.42,225.0,0.101,28.0,8.08,1.89,73.8,21.2,15.8,4.0,비회원,지원,Residential
3323.2,4.25,214.0,0.036,13.0,10.7,3.21,81.3,3.1,11.2,3.6,비회원,지원,Tourist
3212.02,5.25,323.0,0.128,23.0,10.42,0.14,70.4,28.7,30.2,4.7,비회원,지원,Residential
2739.44,4.73,168.0,0.077,19.0,14.94,0.62,71.2,54.4,10.4,3.2,회원,미지원,Residential
3117.06,5.27,173.0,0.085,,12.23,0.76,86.2,0.1,16.4,3.1,비회원,지원,Business
3021.77,4.93,169.0,0.062,,10.92,3.61,73.4,16.0,13.7,3.2,비회원,지원,Residential
5323.9,3.24,172.0,0.112,,10.13,4.69,75.9,48.0,22.6,3.6,비회원,지원,Business
1539.82,4.73,168.0,0.091,,12.72,0.19,60.1,0.6,21.4,3.8,비회원,미지원,Residential
1468.83,4.69,259.0,0.052,,9.21,0.19,66.6,0.6,11.7,,비회원,미지원,Residential
5156.0,4.58,271.0,0.034,22.0,9.97,4.1,92.5,36.6,13.1,3.0,회원,지원,Business
3283.21,4.42,171.0,0.081,,10.35,0.53,88.2,47.4,19.0,4.0,비회원,미지원,Residential
3608.72,3.54,158.0,0.045,,12.86,0.42,78.8,46.6,19.5,3.4,비회원,미지원,Residential
2570.22,5.02,224.0,0.115,31.0,10.99,0.05,56.7,46.8,16.4,3.7,회원,미지원,Residential
1809.7,4.72,172.0,0.061,,12.05,0.48,64.3,21.7,15.8,4.5,회원,지원,Business
2072.84,5.16,232.0,0.007,,13.2,1.77,64.1,53.0,9.4,4.1,회원,지원,Residential
4142.31,3.58,210.0,0.018,23.0,15.65,0.83,64.0,0.8,31.0,4.1,회원,지원,Business
3115.26,4.8,124.0,0.094,,14.12,1.09,71.9,18.7,22.5,3.4,비회원,지원,Residential
4187.05,4.36,277.0,0.044,,11.24,3.74,81.2,20.2,18.0,5.0,회원,미지원,Business
3356.24,4.59,290.0,0.041,,13.99,0.18,69.9,9.9,24.8,4.2,회원,지원,Business
4407.33,4.37,169.0,0.177,22.0,15.6,0.11,72.5,20.2,16.6,3.5,회원,미지원,Business
2961.79,4.83,181.0,0.026,22.0,12.0,2.87,72.5,35.2,12.3,,회원,지원,Business
4761.84,4.4,214.0,0.126,,11.28,2.24,82.2,31.2,20.4,4.1,회원,지원,Residential
3437.62,3.87,217.0,0.071,23.0,8.62,0.46,82.1,19.2,19.0,3.0,회원,미지원,Business
3577.35,4.55,233.0,0.04,,15.14,0.59,76.3,45.0,29.8,3.9,비회원,미지원,Residential
3637.35,4.37,301.0,0.044,,9.97,0.56,85.2,42.9,12.8,3.2,비회원,미지원,Tourist
2498.16,4.45,191.0,0.02,24.0,8.51,1.57,71.9,16.8,11.3,2.6,회원,지원,Residential
5211.48,2.59,160.0,0.071,,12.3,0.09,89.0,19.4,32.7,3.5,회원,미지원,Business
3267.9,4.91,131.0,0.114,,14.77,1.01,70.2,17.3,26.3,4.5,비회원,지원,Residential
1183.47,4.31,163.0,0.072,,11.25,0.22,59.3,7.7,22.5,4.7,회원,미지원,Business
5096.41,3.69,198.0,0.085,25.0,14.26,2.57,64.9,45.2,13.2,3.5,비회원,지원,Business
2909.99,5.05,290.0,0.066,22.0,14.69,0.72,64.2,2.8,20.9,3.6,회원,미지원,Residential
1668.55,4.88,174.0,0.106,17.0,11.64,1.12,69.1,9.0,9.0,4.6,회원,미지원,Business
3165.84,4.3,211.0,0.053,18.0,12.73,0.04,84.0,6.3,14.4,4.2,비회원,미지원,Residential
3916.79,3.81,199.0,0.151,21.0,12.27,0.09,71.4,49.5,9.9,4.1,비회원,미지원,Business
2710.23,4.61,259.0,0.049,17.0,15.51,1.69,64.2,2.6,12.7,3.9,비회원,미지원,Business
3546.53,4.57,326.0,0.021,,13.8,2.18,63.4,39.9,9.7,,회원,지원,Business
2981.86,5.05,173.0,0.039,21.0,15.4,1.86,74.5,2.7,22.9,3.8,회원,미지원,Residential
3215.15,4.23,176.0,0.099,12.0,9.76,2.0,87.2,47.2,30.5,4.7,회원,지원,Residential
4891.68,5.22,252.0,0.201,30.0,10.48,0.17,76.8,54.8,24.8,3.7,회원,지원,Business
3048.49,4.18,234.0,0.037,,8.57,1.77,82.6,29.2,23.2,3.7,비회원,미지원,Residential
5548.01,3.69,292.0,0.2,,12.0,0.3,78.2,48.3,15.6,2.6,비회원,미지원,Residential
3522.75,3.82,229.0,0.149,13.0,14.99,0.15,62.8,42.4,19.3,4.4,회원,지원,Residential
2727.7,4.46,182.0,0.004,19.0,10.61,2.12,79.8,47.7,10.5,3.2,회원,지원,Business
4076.19,4.46,230.0,0.194,21.0,9.03,3.3,65.9,46.0,8.9,2.4,비회원,지원,Business
2253.26,4.7,255.0,0.07,21.0,8.55,1.89,71.7,12.3,7.8,3.7,비회원,미지원,Residential
3926.77,4.45,241.0,0.104,20.0,11.58,2.46,69.2,30.0,9.5,3.6,비회원,지원,Residential
4571.36,5.09,225.0,0.14,,9.31,7.08,74.2,57.6,22.8,4.1,회원,지원,Residential
3814.05,4.34,253.0,0.139,,10.77,0.22,73.0,20.6,23.6,4.2,비회원,지원,Residential
7683.67,3.3,258.0,0.213,20.0,14.56,5.04,72.0,58.2,11.7,3.3,회원,지원,Business
1858.52,4.43,269.0,0.024,15.0,11.07,1.38,72.8,35.0,20.1,5.0,비회원,미지원,Business
6420.4,3.3,232.0,0.231,19.0,12.88,2.52,77.1,27.7,26.0,3.7,비회원,미지원,Residential
3138.95,4.66,192.0,0.081,,12.02,1.58,72.8,39.5,16.9,2.8,비회원,지원,Business
2964.73,5.13,207.0,0.053,19.0,13.75,1.27,73.6,49.0,12.8,4.7,회원,지원,Tourist
3731.12,3.91,260.0,0.096,13.0,9.25,1.82,90.9,23.7,15.1,4.2,비회원,미지원,Business
3626.54,5.35,159.0,0.104,22.0,15.36,0.58,83.3,2.0,28.0,4.0,비회원,미지원,Residential
4231.74,5.01,218.0,0.132,,13.15,3.87,71.0,42.5,17.5,3.5,비회원,지원,Business
1761.26,5.22,180.0,0.069,,10.17,0.18,75.9,57.4,33.0,3.8,회원,지원,Business
2457.29,4.61,201.0,0.13,,8.99,0.57,75.2,37.5,13.3,2.5,비회원,미지원,Residential
3001.64,3.9,264.0,0.075,,9.2,0.05,75.6,11.3,14.5,3.6,회원,미지원,Residential
3476.76,4.97,210.0,0.06,27.0,14.26,0.47,74.8,14.9,8.2,,비회원,미지원,Business
3414.24,4.13,202.0,0.052,,12.7,0.37,75.7,54.6,25.5,3.2,회원,지원,Business
1054.16,4.57,132.0,0.064,16.0,11.05,0.08,73.0,0.8,18.7,3.9,회원,미지원,Residential
2953.63,4.4,237.0,0.168,17.0,10.66,1.02,70.1,32.9,11.7,2.8,비회원,미지원,Residential
2396.82,5.17,232.0,0.033,,14.85,0.95,71.9,9.5,15.5,3.5,회원,미지원,Business
2831.78,4.94,308.0,0.037,24.0,15.0,0.12,61.1,17.0,21.4,3.0,비회원,미지원,Residential
2951.66,4.45,185.0,0.006,,12.65,0.46,80.6,18.4,12.2,4.1,회원,지원,Business
5816.82,3.33,211.0,0.076,22.0,12.2,4.6,78.9,13.2,20.4,3.9,비회원,미지원,Residential
5231.92,4.12,212.0,0.067,,14.53,0.18,91.1,47.5,24.3,3.0,비회원,지원,Residential
2583.31,4.92,279.0,0.133,16.0,13.99,0.55,65.4,19.9,15.0,3.9,비회원,미지원,Business
2859.71,4.67,195.0,0.148,21.0,11.2,0.05,71.8,20.7,5.0,3.9,회원,미지원,Residential
2353.72,3.6,214.0,0.033,15.0,8.66,0.24,84.3,27.2,16.1,3.9,비회원,미지원,Business
5937.81,3.42,230.0,0.052,25.0,14.15,1.8,77.9,54.1,14.5,4.3,회원,지원,Business
4115.11,4.62,209.0,0.185,17.0,9.35,0.69,88.1,41.3,9.3,4.7,비회원,지원,Residential
3189.09,3.87,178.0,0.039,,8.13,0.9,86.8,3.7,22.1,3.4,회원,지원,Business
2579.65,3.92,210.0,0.015,,14.75,0.26,55.6,2.4,22.4,3.6,회원,지원,Residential
3311.29,4.9,254.0,0.038,,12.63,1.72,77.1,34.0,19.5,3.7,회원,지원,Business
2224.17,5.22,149.0,0.054,15.0,15.13,2.09,77.1,53.2,15.0,3.0,회원,미지원,Residential
4142.39,4.05,207.0,0.141,,11.88,0.3,74.8,19.4,18.9,3.2,비회원,지원,Business
3107.82,4.47,165.0,0.091,17.0,15.41,0.07,71.5,14.9,13.4,4.1,비회원,지원,Business
3035.28,4.46,260.0,0.095,15.0,10.83,0.13,87.5,44.9,22.8,5.0,비회원,미지원,Residential
2924.52,4.4,124.0,0.062,,13.8,1.61,74.8,36.1,14.9,3.2,회원,미지원,Business
782.94,4.52,172.0,0.046,,10.41,0.22,50.0,33.9,16.2,5.0,회원,지원,Tourist
545.89,4.95,219.0,0.021,15.0,8.01,1.02,71.5,9.0,16.8,3.5,회원,지원,Residential
5141.62,4.1,278.0,0.105,,11.04,0.25,91.6,10.6,38.0,4.5,회원,지원,Business
3201.48,3.58,197.0,0.003,,13.9,0.28,66.1,16.9,10.9,4.1,회원,지원,Residential
1096.64,5.51,172.0,0.052,,9.2,0.01,84.7,12.4,14.7,3.9,회원,미지원,Business
3396.76,5.15,294.0,0.089,20.0,12.04,0.58,83.3,58.3,6.8,3.5,회원,미지원,Business
2657.8,3.84,128.0,0.13,20.0,9.7,0.14,73.0,1.1,19.8,3.8,회원,미지원,Residential
794.2,4.58,90.0,0.024,,8.6,0.75,76.5,37.6,30.1,3.4,회원,미지원,Residential
4212.74,5.11,222.0,0.234,,12.94,1.37,74.4,31.1,16.4,4.4,회원,미지원,Residential
2360.23,4.95,175.0,0.032,,15.62,0.69,70.8,19.4,13.5,,회원,미지원,Residential
2143.18,4.78,149.0,0.12,,10.49,1.83,69.7,53.3,17.6,3.4,회원,미지원,Residential
5180.23,4.4,235.0,0.062,23.0,12.65,2.03,86.4,40.2,25.2,2.8,비회원,지원,Residential
2809.47,5.54,212.0,0.065,16.0,15.63,1.79,73.6,59.9,27.7,3.6,회원,지원,Residential
4308.99,4.63,172.0,0.138,20.0,13.2,4.14,68.8,10.1,10.7,5.0,회원,지원,Business
3335.81,4.19,136.0,0.093,,13.38,0.41,79.4,5.3,22.6,3.9,비회원,미지원,Business
1098.92,5.02,244.0,0.029,17.0,9.43,0.32,78.4,8.4,17.3,4.5,비회원,미지원,Business
3365.87,4.56,233.0,0.136,,11.94,1.41,63.1,16.2,28.1,,회원,지원,Residential
2828.11,4.71,195.0,0.117,22.0,10.94,1.36,69.8,25.0,34.1,3.5,회원,미지원,Residential
3033.29,4.62,292.0,0.063,22.0,11.77,1.07,61.4,51.8,30.7,3.6,비회원,지원,Residential
3447.85,4.8,146.0,0.032,,14.41,0.01,95.0,17.0,11.1,3.1,비회원,미지원,Business
3033.38,3.91,124.0,0.071,,11.69,1.22,72.1,54.9,12.1,3.9,회원,지원,Business
2632.3,3.63,165.0,0.055,14.0,8.5,4.05,69.6,27.8,29.9,3.3,비회원,지원,Residential
2936.63,5.36,198.0,0.09,,15.24,0.61,71.0,38.8,17.3,4.4,비회원,지원,Business
5655.38,4.65,212.0,0.237,20.0,12.36,5.14,69.0,15.9,12.6,3.9,회원,지원,Residential
2946.48,4.96,188.0,0.068,18.0,15.4,0.66,73.5,9.4,8.5,,회원,지원,Business
4573.71,3.44,218.0,0.059,,12.58,0.23,84.9,52.2,19.0,,회원,미지원,Residential
384.42,5.14,137.0,0.044,14.0,8.56,0.76,75.8,6.6,15.1,3.5,비회원,지원,Residential
2667.57,4.19,272.0,0.059,19.0,12.42,1.02,63.9,46.4,20.7,3.6,비회원,미지원,Residential
2212.04,4.02,196.0,0.064,13.0,12.61,1.49,65.8,34.9,19.3,4.1,비회원,지원,Business
3081.24,4.46,256.0,0.056,,9.71,1.05,76.4,51.7,9.5,3.5,비회원,지원,Residential
3237.27,3.91,217.0,0.085,20.0,11.77,1.15,68.3,43.1,12.3,4.8,비회원,미지원,Residential
2750.9,4.5,223.0,0.048,,11.68,0.04,73.5,16.9,24.6,3.7,회원,지원,Residential
5086.85,4.42,228.0,0.077,,12.98,0.44,95.0,34.5,25.2,3.3,비회원,지원,Residential
2060.69,5.14,222.0,0.131,,10.08,0.56,67.0,0.8,15.4,3.7,회원,지원,Business
3801.63,5.41,232.0,0.051,23.0,12.65,6.52,63.4,28.5,19.2,3.6,비회원,지원,Residential
2170.39,5.39,266.0,0.11,,9.93,0.53,69.1,5.2,10.7,4.4,회원,지원,Residential
5755.16,3.14,210.0,0.221,20.0,11.57,3.4,60.6,25.7,17.6,3.6,회원,지원,Residential
4807.47,3.94,235.0,0.16,21.0,8.98,0.55,85.3,6.6,25.7,2.9,비회원,지원,Business
3898.3,3.14,196.0,0.122,26.0,8.3,0.15,65.7,57.3,29.7,3.9,비회원,지원,Business
3591.1,3.78,272.0,0.149,19.0,10.56,0.43,67.2,31.4,17.1,3.4,회원,미지원,Residential
3058.28,4.11,166.0,0.084,26.0,10.2,0.48,64.3,54.8,15.8,3.1,회원,지원,Residential
5101.73,4.75,290.0,0.208,23.0,11.26,5.74,61.5,1.3,7.9,3.8,회원,미지원,Business
4672.84,4.19,198.0,0.045,23.0,15.7,1.68,74.6,38.3,13.8,3.7,비회원,지원,Business
3031.06,4.2,128.0,0.048,21.0,12.18,4.03,69.0,18.4,17.5,3.7,회원,미지원,Business
1783.77,4.61,206.0,0.017,,12.43,2.7,60.6,25.9,16.8,4.0,회원,미지원,Business
4472.17,3.47,166.0,0.046,,15.53,1.3,72.0,52.4,14.0,3.5,비회원,지원,Business
5432.19,4.0,242.0,0.054,26.0,15.37,1.69,77.9,58.8,26.3,3.9,회원,미지원,Business
4482.98,4.2,167.0,0.031,26.0,15.07,1.47,71.5,14.8,20.9,3.4,회원,지원,Residential
1934.37,4.38,178.0,0.07,13.0,8.78,1.65,79.8,56.9,16.8,4.3,회원,지원,Business
4167.69,4.55,106.0,0.097,22.0,13.07,0.46,88.6,41.3,22.8,3.8,회원,지원,Residential
3238.1,5.4,177.0,0.111,20.0,14.46,0.79,81.5,57.1,17.8,4.8,회원,미지원,Residential
2597.17,5.05,79.0,0.085,,14.68,1.35,76.7,33.7,28.9,3.5,비회원,미지원,Residential
4501.92,4.04,121.0,0.167,,12.62,0.05,81.5,57.6,12.4,4.0,회원,지원,Residential
4386.55,4.34,238.0,0.109,,8.14,0.99,92.8,53.5,20.3,4.5,회원,지원,Residential
5692.47,4.3,239.0,0.137,25.0,15.79,2.95,63.5,7.7,3.1,4.1,회원,지원,Residential
3563.26,4.19,221.0,0.009,,11.78,1.02,80.1,18.6,15.3,3.9,회원,지원,Residential
1530.46,4.66,152.0,0.083,16.0,11.15,1.21,67.0,14.6,19.1,4.0,비회원,지원,Business
4160.28,3.38,198.0,0.079,,11.16,0.34,76.9,34.3,15.8,,비회원,지원,Business
2209.63,5.03,200.0,0.049,,11.39,2.37,64.4,48.2,10.3,4.0,회원,지원,Residential
1221.84,5.52,142.0,0.097,18.0,9.94,0.67,81.0,45.6,13.1,3.8,회원,미지원,Residential
5180.0,4.34,275.0,0.017,25.0,10.62,4.71,77.2,43.6,11.0,4.2,비회원,지원,Tourist
7420.99,4.33,244.0,0.126,,15.88,7.6,87.0,22.5,17.2,3.7,회원,미지원,Business
4481.12,4.59,189.0,0.175,,10.95,3.72,72.8,8.4,23.5,3.2,비회원,지원,Business
1847.3,5.11,201.0,0.077,,12.21,0.13,72.6,12.6,15.6,5.0,비회원,미지원,Business
4898.21,4.31,210.0,0.048,30.0,14.79,0.61,72.7,44.5,30.7,4.3,회원,지원,Business
5527.8,5.06,98.0,0.183,,12.22,4.35,94.7,8.9,19.6,3.3,비회원,지원,Residential
3000.28,4.79,188.0,0.032,23.0,10.6,2.45,80.1,13.4,3.7,3.7,회원,미지원,Residential
2304.17,5.92,166.0,0.02,,12.19,3.63,85.8,25.5,20.3,3.5,비회원,미지원,Residential
2112.36,4.3,150.0,0.037,18.0,8.91,1.27,80.8,4.3,17.6,3.5,비회원,지원,Business
4487.27,3.31,186.0,0.1,,9.04,0.98,82.1,12.8,27.6,4.3,회원,지원,Residential
3803.02,3.64,290.0,0.088,,13.55,0.17,63.2,9.0,17.9,3.6,회원,미지원,Residential
4472.34,4.51,232.0,0.068,,15.34,2.74,70.5,57.1,16.2,4.9,비회원,지원,Residential
3036.53,5.12,171.0,0.149,19.0,13.81,2.05,70.0,11.5,32.5,2.7,비회원,미지원,Residential
3090.08,4.11,229.0,0.116,19.0,8.6,0.09,75.5,51.7,3.3,3.8,회원,지원,Residential
3216.74,4.36,270.0,0.059,20.0,11.22,0.35,74.2,6.9,15.6,3.0,비회원,지원,Business
2014.37,4.91,246.0,0.073,24.0,8.02,1.22,62.1,52.2,19.9,4.0,회원,지원,Residential
4927.63,3.92,203.0,0.063,26.0,12.09,1.73,75.3,36.0,15.2,4.1,비회원,지원,Residential
2135.74,4.13,168.0,0.123,25.0,9.55,0.22,58.9,51.0,3.3,4.3,회원,미지원,Business
5863.55,3.8,235.0,0.141,20.0,14.95,0.42,81.2,52.0,20.8,3.1,비회원,지원,Residential
1100.79,5.21,220.0,0.041,18.0,8.83,0.32,75.8,35.8,14.8,4.1,회원,지원,Business
3243.12,5.43,245.0,0.1,26.0,8.01,0.37,85.0,55.1,17.0,,회원,지원,Business
4818.03,3.55,232.0,0.017,,11.61,3.8,76.7,35.1,26.8,3.9,비회원,지원,Residential
2397.99,4.41,252.0,0.016,,9.24,1.89,71.3,42.8,20.1,3.5,회원,지원,Business
2512.35,5.34,173.0,0.075,22.0,13.9,2.0,62.4,25.0,13.7,3.0,비회원,지원,Business
4263.39,4.74,266.0,0.12,19.0,15.36,2.37,71.8,54.8,20.8,4.2,비회원,미지원,Business
1139.34,4.21,210.0,0.02,,8.34,0.66,68.7,49.4,15.0,3.6,비회원,미지원,Business
4695.11,3.57,304.0,0.052,,11.16,2.19,78.0,10.0,15.9,4.3,회원,미지원,Residential
9614.99,5.19,918.0,0.086,,15.97,5.75,71.6,34.6,23.3,4.4,비회원,지원,Residential
5173.53,4.72,287.0,0.158,22.0,13.86,1.8,79.8,53.8,13.5,4.6,회원,미지원,Business
6147.12,3.62,210.0,0.136,,15.63,0.81,85.8,47.6,21.9,3.5,회원,미지원,Tourist
1611.08,5.21,167.0,0.057,25.0,9.31,1.89,63.7,57.8,16.4,3.2,비회원,지원,Business
2996.32,3.54,176.0,0.078,13.0,9.77,3.47,75.0,13.9,14.4,4.5,비회원,미지원,Residential
2054.86,4.37,184.0,0.076,,9.24,0.21,74.6,22.0,14.5,3.9,비회원,미지원,Residential
2431.21,4.34,221.0,0.023,21.0,10.42,0.46,77.5,30.4,13.7,4.6,비회원,미지원,Residential
4145.24,5.47,226.0,0.02,25.0,13.8,3.78,80.5,14.0,18.6,3.1,비회원,미지원,Tourist
5292.38,4.34,171.0,0.208,,9.32,4.38,87.7,23.6,16.1,4.2,회원,미지원,Residential
1950.57,4.34,199.0,0.021,,12.19,0.99,66.1,32.3,27.6,3.8,회원,미지원,Residential
3310.88,3.68,307.0,0.121,,10.15,0.7,62.4,11.5,11.8,3.8,비회원,미지원,Business
4552.76,4.12,286.0,0.04,,14.63,0.5,76.5,15.4,21.8,3.6,회원,지원,Residential
2744.76,4.01,222.0,0.141,15.0,8.05,1.04,78.6,7.5,26.0,,비회원,미지원,Residential
4531.36,4.04,202.0,0.06,,9.78,4.09,80.8,42.8,30.1,4.2,회원,지원,Residential
3149.56,4.5,206.0,0.089,24.0,12.84,0.24,68.9,21.7,12.3,3.6,회원,미지원,Residential
3305.05,3.04,231.0,0.074,,8.77,0.82,62.4,13.2,25.2,3.9,비회원,지원,Residential
5193.5,3.59,149.0,0.032,22.0,11.73,3.64,84.8,30.4,19.4,5.0,회원,지원,Residential
2222.13,4.43,187.0,0.008,,11.49,0.64,79.1,4.1,25.4,3.5,회원,미지원,Business
